,title,url,Unnamed: 2
299,"How companies are hiring, and student impact during pandemic | Coronavirus Conversations, EP2",https://www.youtube.com/watch?v=on04XKBAQgM,
300,President Trump and Coronavirus Task Force address passage of stimulus bill | USA TODAY,https://www.youtube.com/watch?v=xTqrugFJbdQ,
304,International Olympic Committee holds a briefing amid concerns over coronavirus | USA TODAY,https://www.youtube.com/watch?v=qVdXn3_zA_4,
306,Gov. Andrew Cuomo holds daily coronavirus briefing | USA TODAY,https://www.youtube.com/watch?v=Dc11qRcGT6E,
307,Gov. Andrew Cuomo provides daily coronavirus update: May 4 | USA TODAY,https://www.youtube.com/watch?v=1crA2H0mfYc,
313,President Trump addresses the nation on the coronavirus outbreak | USA TODAY,https://www.youtube.com/watch?v=Whl6wfHPSQI,
319,Vice President Pence and Coronavirus Task Force hold press briefing | USA TODAY,https://www.youtube.com/watch?v=9qr04XdXflY,
322,Gov. Andrew Cuomo provides daily coronavirus update: April 27 | USA TODAY,https://www.youtube.com/watch?v=7jRfW2E6hZU,
328,Gov. Andrew Cuomo provides daily coronavirus update: April 22 | USA TODAY,https://www.youtube.com/watch?v=VrfDONH4BuY,
329,Gov. Andrew Cuomo provides daily coronavirus update: April 30 | USA TODAY,https://www.youtube.com/watch?v=6QXOQYyyuNs,
330,Gov. Andrew Cuomo provides daily coronavirus update: April 23 | USA TODAY,https://www.youtube.com/watch?v=p8OD5afe7gI,
