,Date,Total,Fox News,Breitbart,MSNBC,NBC News,CBS News,CNN,NPR,New York Post,USA Today,Los Angeles Times,ABC News,Reuters,Yahoo News,The New York Times,HuffPost,POLITICO
0,2020-01-22,0.0,,,,,,,,,0.0,,,,,,,
1,2020-01-23,0.16666666666666666,,,,0.16279069767441862,,,,,0.16853932584269662,,,,,,,
2,2020-01-24,0.13526570048309178,,,,0.15294117647058825,,,,,0.05405405405405406,,,,,,,
3,2020-01-25,0.13071895424836602,,,,0.1292517006802721,,,,,0.16666666666666666,,,,,,,
4,2020-01-26,0.13087248322147652,,,,0.13310580204778158,,,,,0.0,,,,,,,
5,2020-01-27,0.13702623906705538,,,,0.13656387665198239,,,,,0.2,,,,,,,
6,2020-01-28,0.13347022587268995,,0.18181818181818182,,0.1341991341991342,,,,,0.07142857142857142,,,,,,,
7,2020-01-29,0.15600624024961,,0.2,,0.1574539363484087,,,,,0.10810810810810811,,,,0.5,,,
8,2020-01-30,0.1547085201793722,,,,0.15128205128205127,,,,,0.17857142857142858,,,,,,,
9,2020-01-31,0.13253012048192772,0.125,,,0.14042553191489363,,,,,0.1,,,,,,,
10,2020-02-01,0.1143131604226705,0.1318181818181818,,0.08585858585858586,0.13270142180094788,,,,,0.0,,,,,,,
11,2020-02-02,0.11584327086882454,0.3157894736842105,,0.0728476821192053,0.15151515151515152,,,,,0.0,,,,,,,
12,2020-02-03,0.0858974358974359,0.5,,0.12,0.15178571428571427,,,,,0.0698051948051948,,,,,,,
13,2020-02-04,0.15271966527196654,0.0,,0.07692307692307693,0.17518248175182483,,,,,0.12669683257918551,,,,,0.2111111111111111,,
14,2020-02-05,0.1820388349514563,,,0.0,0.17687074829931973,,,,,0.1188118811881188,,,,,0.22839506172839505,,
15,2020-02-06,0.1478494623655914,,,0.0,0.1715686274509804,,,,0.11764705882352941,0.09782608695652174,,,,0.3333333333333333,0.16,,
16,2020-02-07,0.12280701754385964,0.5,,0.0,0.1464968152866242,,,,0.06666666666666667,0.02631578947368421,,,,,0.14285714285714285,,
17,2020-02-08,0.06435643564356436,,,0.08823529411764706,0.052083333333333336,,,,0.0,0.03333333333333333,,,,,0.25,,
18,2020-02-09,0.12839059674502712,0.0,,0.08771929824561403,0.13094462540716612,,,,0.0,0.08928571428571429,,,,,0.3333333333333333,,
19,2020-02-10,0.10746426680783483,,,0.11428571428571428,0.13664596273291926,,,,0.0,0.07491486946651532,,,,,0.16666666666666666,,
20,2020-02-11,0.0989010989010989,,,0.0,0.11400651465798045,0.07602339181286549,,,0.3333333333333333,0.09313725490196079,,,,,0.0,,
21,2020-02-12,0.1298932384341637,,,1.0,0.165,0.0875,,,0.0,0.1282051282051282,,,,,,,
22,2020-02-13,0.08545034642032333,,,0.0,0.06770833333333333,0.10982658959537572,,,0.0,0.07407407407407407,,0.5,,,0.0,,
23,2020-02-14,0.1282051282051282,,,0.25,0.14705882352941177,0.13580246913580246,,,0.0,0.034482758620689655,,0.16666666666666666,,,0.5,,
24,2020-02-15,0.08163265306122448,,,,0.08080808080808081,0.06666666666666667,,,0.0,0.13333333333333333,,,,,0.0,,
25,2020-02-16,0.11458333333333333,,,,0.13725490196078433,0.0,,,,0.15,,0.0,,,0.5,,
26,2020-02-17,0.07675438596491228,,,,0.10810810810810811,0.05555555555555555,,,,0.0,0.058823529411764705,0.0,,,,,
27,2020-02-18,0.0380952380952381,,,0.0,0.04424778761061947,0.0,,,,0.0,0.03529411764705882,,,,0.0,,
28,2020-02-19,0.14893617021276595,,,0.0,0.1724137931034483,0.125,,,,0.3333333333333333,0.0,0.0,,,,,
29,2020-02-20,0.11538461538461539,,,,0.08333333333333333,0.0,,,,0.3333333333333333,,,,0.0,0.0,,
30,2020-02-21,0.07692307692307693,,,,0.1,0.0,,,,0.0,,0.0,,0.0,0.0,,
31,2020-02-22,0.16,,,,0.3333333333333333,0.0,,,0.0,0.125,,,,0.0,0.0,,
32,2020-02-23,0.041666666666666664,,,,0.07692307692307693,0.0,,,,0.0,0.0,,,,,,
33,2020-02-24,0.16,0.0,,,0.23529411764705882,0.0,,,,0.0,,,,,,,
34,2020-02-25,0.10251665433012583,0.07857911733046287,0.0975609756097561,,0.1111111111111111,0.07083333333333333,,,0.0,0.14285714285714285,,,,,0.20270270270270271,,
35,2020-02-26,0.08119970738844184,0.0705073086844368,0.0625,,0.06666666666666667,0.09554140127388536,,,,0.3333333333333333,,,,,0.19095477386934673,,
36,2020-02-27,0.07683741648106904,0.05555555555555555,0.09259259259259259,,0.12895927601809956,0.03164556962025317,,,,0.05555555555555555,,,,,0.23529411764705882,0.0,
37,2020-02-28,0.05695611577964519,0.0658682634730539,0.0,,0.09271523178807947,0.039285714285714285,,,0.06666666666666667,0.05405405405405406,,,,,0.109375,,
38,2020-02-29,0.04369490226140284,0.03244495944380069,,,0.07936507936507936,0.049079754601226995,,,0.0,0.06159420289855073,,,,,0.22641509433962265,,
39,2020-03-01,0.05176613885505481,0.045871559633027525,,,0.04504504504504504,0.024691358024691357,,,,0.08860759493670886,,,,,0.1746031746031746,,
40,2020-03-02,0.05182072829131653,0.031026252983293555,0.1111111111111111,0.021834061135371178,0.058419243986254296,0.04416403785488959,,,0.0,0.0,,,,,0.17391304347826086,,
41,2020-03-03,0.06684141546526867,0.046153846153846156,0.08333333333333333,0.03571428571428571,0.026490066225165563,0.03,,,0.0,0.125,,,,0.0,0.17801047120418848,,
42,2020-03-04,0.04090623033354311,0.0,0.0,0.0,0.05236907730673317,0.045454545454545456,,,0.0625,0.0,0.017204301075268817,,,0.0,0.16339869281045752,,
43,2020-03-05,0.04434589800443459,0.034571062740076826,,0.03225806451612903,0.021660649819494584,0.08823529411764706,,,,0.0,0.0,,,0.0,0.17692307692307693,,
44,2020-03-06,0.04570722668313774,0.04176904176904177,0.025,0.02100840336134454,0.040927694406548434,0.08333333333333333,,,0.0,0.0,0.041666666666666664,,,,0.14285714285714285,,
45,2020-03-07,0.04129793510324484,0.03571428571428571,0.14285714285714285,0.07692307692307693,0.03803131991051454,0.05263157894736842,,,,0.0,0.0111731843575419,0.017094017094017096,,,0.17333333333333334,,
46,2020-03-08,0.0430780559646539,0.024880382775119617,,0.0,0.040382571732199786,0.06583072100313479,,,,0.0,0.0,0.01953125,,0.0,0.21774193548387097,,
47,2020-03-09,0.03614457831325301,0.03783783783783784,0.0,0.0,0.049891540130151846,0.017082785808147174,,,0.030252100840336135,0.0,0.07142857142857142,0.030303030303030304,,0.0,0.1891891891891892,,
48,2020-03-10,0.08128997867803837,0.0954225352112676,0.01282051282051282,0.0,0.02348993288590604,0.02491103202846975,,,0.02631578947368421,0.1,0.020833333333333332,0.018867924528301886,0.06666666666666667,0.0,0.18309859154929578,,
49,2020-03-11,0.04280953601640605,0.037335049887351146,0.01818181818181818,0.02702702702702703,0.03289473684210526,0.056818181818181816,,,0.08333333333333333,0.15625,0.04878048780487805,0.0,0.14285714285714285,0.0,0.23376623376623376,,
50,2020-03-12,0.041109969167523124,0.047429254683140694,0.011904761904761904,0.03245686113393591,0.06580016246953696,0.03488372093023256,,,0.0,0.022044088176352707,0.03466557911908646,0.0,0.08333333333333333,0.0,0.15841584158415842,,0.017241379310344827
51,2020-03-13,0.03918145669673165,0.033862056674389594,0.018779342723004695,0.04017857142857143,0.05646359583952452,0.028985507246376812,,,0.029411764705882353,0.010416666666666666,0.03592814371257485,0.029343629343629343,0.0,0.0,0.1407035175879397,0.0,0.02
52,2020-03-14,0.09501557632398754,0.12525797745673917,0.058823529411764705,0.05132743362831858,0.04750778816199377,0.013986013986013986,,,0.0,0.013745704467353952,0.019417475728155338,0.0,0.0,0.0,0.1388888888888889,0.0,0.0
53,2020-03-15,0.07209136331192005,0.15162454873646208,0.0,0.03773584905660377,0.06986027944111776,0.05405405405405406,,,0.0,0.06440677966101695,0.013513513513513514,0.014682747771368642,0.0,0.0,0.19767441860465115,0.0,0.0
54,2020-03-16,0.04152945481156239,0.07402597402597402,0.043010752688172046,0.1111111111111111,0.06564245810055866,0.02631578947368421,,,0.0,0.02981651376146789,0.007936507936507936,0.012297734627831715,0.0,0.125,0.16296296296296298,0.0,0.009174311926605505
55,2020-03-17,0.09073679222932954,0.10744985673352435,0.145985401459854,0.023404255319148935,0.09421265141318977,0.08163265306122448,,,0.0,0.04081632653061224,0.00784313725490196,0.024390243902439025,0.0,0.0,0.10588235294117647,0.0,0.1
56,2020-03-18,0.13566790352504637,0.15469678953626634,0.06382978723404255,0.045167118337850046,0.07841552142279709,0.10344827586206896,,,0.0,0.09523809523809523,0.16015625,0.11570247933884298,0.5,0.0,0.15151515151515152,0.16666666666666666,0.10638297872340426
57,2020-03-19,0.10462424128652775,0.17608861726508784,0.1,0.19205553413035095,0.07160194174757281,0.0035635499745460715,,,0.0,0.11587982832618025,0.1061269146608315,0.09751875360646278,0.0,,0.32077393075356414,0.24193548387096775,0.08771929824561403
58,2020-03-20,0.102940114137109,0.14297286350749291,0.03773584905660377,0.11830261465923704,0.05731225296442688,0.006535947712418301,,,0.0,0.0955585464333782,0.03470031545741325,0.044350580781414996,,0.0,0.3157051282051282,0.19047619047619047,0.0
59,2020-03-21,0.09099511118120171,0.13946731234866827,0.22641509433962265,0.05325443786982249,0.0665163472378805,0.011135857461024499,,,0.0,0.05871886120996441,0.07563025210084033,0.07772020725388601,0.0,0.0,0.31333333333333335,0.3333333333333333,0.015723270440251572
